trials_3.thisTrialN,trials_3.stepSize,trials_3.intensity,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,orientation,trials_3.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
59,1,1.0,123.04282925650477,123.54265547916293,123.54265547916293,123.54265547916293,123.84207805804908,-1.0,1,0.7540235631167889,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
60,1,1.0,124.32500964403152,124.82481008954346,124.82481008954346,124.82481008954346,125.12434466741979,-1.0,1,1.4052539635449648,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
61,1,1.0,126.2566248755902,126.75649598799646,126.75649598799646,126.75649598799646,127.05601278878748,1.0,1,1.1177091393619776,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
62,1,1.0,127.90527305752039,128.40501350164413,128.40501350164413,128.40501350164413,128.70474141277373,1.0,1,0.8974446430802345,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
63,1,1.0,129.32173187099397,129.82052120752633,129.82052120752633,129.83715584501624,130.12001934088767,1.0,1,1.025928858667612,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
64,1,1.0,130.86933712102473,131.3690673429519,131.3690673429519,131.3690673429519,131.6688281428069,1.0,1,0.9420161191374063,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
65,1,1.0,132.3346962928772,132.8344958499074,132.8344958499074,132.8344958499074,133.13416731730103,1.0,1,1.5298204068094492,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
66,1,1.0,134.38294509612024,134.8827495407313,134.8827495407313,134.8827495407313,135.1822770088911,1.0,1,0.9079806245863438,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
67,1,1.0,135.8149892166257,136.31481277383864,136.31481277383864,136.31481277383864,136.6142971292138,1.0,1,1.0098604429513216,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
68,1,1.0,137.34696516022086,137.84691449441016,137.84691449441016,137.84691449441016,138.14634773880243,1.0,0,1.0277595221996307,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
69,1,2.0,138.89563751779497,139.3953575193882,139.3953575193882,139.3953575193882,139.69491520896554,2.0,1,1.256933782249689,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
70,1,2.0,140.67739390581846,141.1769770178944,141.1769770178944,141.1769770178944,141.4768831524998,-2.0,1,0.5564821381121874,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
71,1,2.0,141.7598262038082,142.25957953743637,142.25957953743637,142.25957953743637,142.55929322727025,-2.0,1,0.7346684876829386,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
72,1,1.0,143.0253706201911,143.52516884356737,143.52516884356737,143.52516884356737,143.82470520026982,1.0,1,1.1424157619476318,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
73,1,1.0,144.69063165970147,145.19034188240767,145.19034188240767,145.19034188240767,145.4898342397064,1.0,1,1.0299164075404406,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
74,1,1.0,146.23926757462323,146.7390271294862,146.7390271294862,146.7390271294862,147.03857681900263,-1.0,0,1.049304373562336,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
75,1,2.0,147.8045572359115,148.30425901338458,148.30425901338458,148.30425901338458,148.60383803769946,2.0,1,0.7872470617294312,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
76,1,2.0,149.119980674237,149.61971578747034,149.61971578747034,149.61971578747034,149.91935125365853,-2.0,1,0.6726783756166697,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
77,1,2.0,150.31892743334174,150.81873143278062,150.81873143278062,150.81873143278062,151.1182722337544,2.0,1,0.7576026692986488,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
78,1,1.0,151.60124470852315,152.10103048570454,152.10103048570454,152.10103048570454,152.40055528655648,1.0,1,0.8594002667814493,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
79,1,1.0,152.98335380665958,153.48311914131045,153.48311914131045,153.48311914131045,153.78270349651575,-1.0,1,0.8161621205508709,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
80,1,1.0,154.3154629934579,154.81528343819082,154.81528343819082,154.81528343819082,155.1147811282426,1.0,1,0.87664601393044,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
81,1,1.0,155.71429606340826,156.2141289524734,156.2141289524734,156.2141289524734,156.51378575339913,1.0,0,1.0840803105384111,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
82,1,2.0,157.32958119176328,157.8292580805719,157.8292580805719,157.8292580805719,158.128773547709,2.0,1,0.8718046881258488,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
83,1,2.0,158.72840537130833,159.228019149974,159.228019149974,159.228019149974,159.52764928340912,2.0,1,0.8252789936959743,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
84,1,2.0,160.07719052955508,160.57699763961136,160.57699763961136,160.57699763961136,160.8764206636697,2.0,1,1.2164529655128717,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
85,1,1.0,161.8256109766662,162.32541275396943,162.32541275396943,162.32541275396943,162.62493399903178,-1.0,1,0.9188699387013912,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
86,1,1.0,163.27436839975417,163.7741684000939,163.7741684000939,163.7741684000939,164.0736487582326,-1.0,0,1.102112278342247,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
87,1,2.0,164.9062703885138,165.40608638897538,165.40608638897538,165.40608638897538,165.7055649664253,-2.0,1,0.8062448054552078,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
88,1,2.0,166.2384333536029,166.73819157667458,166.73819157667458,166.73819157667458,167.03784215450287,2.0,1,0.6266642361879349,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
89,1,2.0,167.38744108751416,167.88718064501882,167.88718064501882,167.88718064501882,168.18675566650927,2.0,1,0.9483538866043091,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
90,1,1.0,168.85282870568335,169.35259003937244,169.35259003937244,169.35259003937244,169.65215661749244,-1.0,1,0.6647561676800251,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
91,1,1.0,170.0351328253746,170.5348363816738,170.5348363816738,170.5348363816738,170.83439451642334,1.0,1,0.7477342411875725,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
92,1,1.0,171.30065102130175,171.80040168762207,171.80040168762207,171.80040168762207,172.09996071085334,1.0,1,0.8816477824002504,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
93,1,1.0,172.69945075549185,173.19926808960736,173.19926808960736,173.19926808960736,173.49875289015472,1.0,1,0.7654942106455564,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
94,1,1.0,173.98173469863832,174.4814911428839,174.4814911428839,174.4814911428839,174.78100261092186,-1.0,1,0.7605822198092937,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
95,1,1.0,175.2639755308628,175.76358797587454,175.76358797587454,175.76358797587454,176.06316922046244,1.0,0,1.52056397870183,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
96,1,2.0,177.31211322173476,177.8117341119796,177.8117341119796,177.8117341119796,178.11146291159093,-2.0,1,0.7562520038336515,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
97,1,2.0,178.5943149421364,179.09410783275962,179.09410783275962,179.09410783275962,179.39364996552467,2.0,1,0.7853301744908094,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
98,1,2.0,179.9098717160523,180.40985615924,180.40985615924,180.40985615924,180.70929384976625,-2.0,1,0.5563936941325665,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
99,1,1.0,180.9922249019146,181.49193245731294,181.49193245731294,181.49193245731294,181.79154214821756,1.0,1,0.5990007296204567,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
100,1,1.0,182.1079202517867,182.6076153628528,182.6076153628528,182.6076153628528,182.90722771920264,1.0,1,1.1843330208212137,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
101,1,1.0,183.82308253645897,184.32287364825606,184.32287364825606,184.32287364825606,184.62234022654593,1.0,1,0.8825780022889376,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
102,1,1.0,185.22179871611297,185.72166627272964,185.72166627272964,185.72166627272964,186.02112307213247,-1.0,1,0.5857416409999132,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
103,1,1.0,186.33770873211324,186.8373669553548,186.8373669553548,186.8373669553548,187.13682153448462,-1.0,1,0.8411696311086416,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
104,1,1.0,187.70295119471848,188.20274808257818,188.20274808257818,188.20274808257818,188.50223421677947,-1.0,1,0.7661946527659893,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
105,1,1.0,188.98520980402827,189.4850564710796,189.4850564710796,189.4850564710796,189.7844959385693,1.0,1,0.5707710012793541,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
106,1,1.0,190.08428118377924,190.58411451615393,190.58411451615393,190.58411451615393,190.883568206802,-1.0,1,0.6138367019593716,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
107,1,1.0,191.2166960593313,191.7163916155696,191.7163916155696,191.7163916155696,192.01607285998762,-1.0,0,1.1895374562591314,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
108,1,2.0,192.9318045657128,193.43144278787076,193.43144278787076,193.43144278787076,193.73109247721732,-2.0,1,0.7039463203400373,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
109,1,2.0,194.16390237398446,194.66372681967914,194.66372681967914,194.66372681967914,194.9633693974465,-2.0,1,0.7857181746512651,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
110,1,2.0,195.47950848005712,195.9793475922197,195.9793475922197,195.9793475922197,196.27882439270616,2.0,1,0.7775319684296846,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
111,1,1.0,196.77840439416468,197.27816528268158,197.27816528268158,197.27816528268158,197.57767941616476,-1.0,1,0.8136647921055555,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
112,1,1.0,198.11059091426432,198.61041091382504,198.61041091382504,198.61041091382504,198.9100508261472,-1.0,1,0.9519303236156702,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
113,1,1.0,199.59267272427678,200.09239450097084,200.09239450097084,200.09239450097084,200.39200863614678,-1.0,1,1.0960211772471666,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
114,1,1.0,201.2078471854329,201.70765563100576,201.70765563100576,201.70765563100576,202.0071902088821,-1.0,1,1.077582100406289,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
115,1,1.0,202.80647323280573,203.30651678703725,203.30651678703725,203.30651678703725,203.60575625672936,-1.0,1,1.043623048812151,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
116,1,1.0,204.37176511622965,204.87158111669123,204.87158111669123,204.87158111669123,205.17107969522476,1.0,1,0.5302132945507765,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
117,1,1.0,205.42087214067578,205.92063613981009,205.92063613981009,205.92063613981009,206.22018805146217,1.0,1,0.8967828657478094,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
118,1,1.0,206.8363065123558,207.33614695817232,207.33614695817232,207.33614695817232,207.63565486855805,1.0,0,0.5830723121762276,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
119,1,2.0,207.93535878136754,208.43511255830526,208.43511255830526,208.43511255830526,208.73464047163725,2.0,1,0.8966681994497776,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
120,1,2.0,209.35079893097281,209.85056248679757,209.85056248679757,209.85056248679757,210.15003839880228,-2.0,1,0.6808601394295692,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
121,1,2.0,210.54967946745455,211.0495270229876,211.0495270229876,211.0495270229876,211.34900826774538,-2.0,1,0.7439804710447788,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
122,1,1.0,211.81524432823062,212.31505099497736,212.31505099497736,212.31505099497736,212.6145904622972,1.0,1,0.864926477894187,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
123,1,1.0,213.19736142642796,213.69719342701137,213.69719342701137,213.69719342701137,213.99666711688042,-1.0,1,0.8445096258074045,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
124,1,1.0,214.56284966506064,215.0626661106944,215.0626661106944,215.0626661106944,215.36216424405575,-1.0,1,1.2622879948467016,participantfinal,001,2023-09-06_03h06.02.262,staircasetutorial1,2023.1.3,60.07139159522243,
